,id,sentiment_scores,number of reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,neighbourhood_cleansed
2023,11070175,0.26775,8,97.0,9.0,10.0,10.0,10.0,10.0,9.0,$76.00,Lincoln Park
2024,11080468,0.29619101123595504,89,94.0,10.0,9.0,10.0,10.0,9.0,10.0,$60.00,Bridgeport
2025,11086404,0.308547619047619,42,95.0,10.0,9.0,9.0,10.0,10.0,10.0,$50.00,Lincoln Park
2026,11097632,0.18000000000000002,3,100.0,9.0,10.0,10.0,10.0,10.0,9.0,$199.00,Loop
2027,11101022,0.223,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Rogers Park
2028,11139541,0.3373333333333333,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$65.00,Irving Park
2029,11139981,0.25178571428571433,14,99.0,10.0,10.0,10.0,10.0,9.0,9.0,$114.00,Woodlawn
2030,11144100,0.26936585365853655,41,90.0,10.0,9.0,10.0,10.0,9.0,9.0,$65.00,Rogers Park
2031,11145640,0.23125000000000004,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$114.00,Woodlawn
2032,11145774,0.24955555555555553,27,99.0,10.0,10.0,10.0,10.0,9.0,9.0,$72.00,Woodlawn
2033,11146518,0.279,6,93.0,9.0,8.0,8.0,9.0,9.0,9.0,$20.00,Lower West Side
2034,11146814,0.2928275862068966,58,79.0,9.0,8.0,9.0,9.0,9.0,9.0,$60.00,Lower West Side
2035,11156910,0.29146666666666676,45,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$195.00,Lincoln Park
2036,11176248,0.3872,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$50.00,Rogers Park
2037,11176460,0.3376666666666667,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$579.00,Lake View
2038,11180658,0.3253394495412844,109,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$75.00,Edgewater
2039,11184585,0.153,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,North Center
2040,11187498,0.3201666666666666,60,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$75.00,Lower West Side
2041,11205769,0.27066666666666667,12,97.0,10.0,10.0,10.0,10.0,10.0,9.0,$550.00,Lake View
2042,11207835,0.23938888888888885,18,88.0,9.0,10.0,9.0,9.0,7.0,9.0,$167.00,Grand Boulevard
2043,11209152,0.32277777777777783,9,94.0,9.0,9.0,10.0,9.0,10.0,9.0,$599.00,West Town
2044,11225001,0.3346666666666666,66,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$49.00,Logan Square
2045,11236476,0.3248214285714286,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Edgewater
2046,11238066,0.25575000000000003,16,93.0,10.0,10.0,10.0,10.0,9.0,9.0,$73.00,Near West Side
2047,11240415,0.311676923076923,65,92.0,10.0,10.0,9.0,9.0,8.0,9.0,$88.00,East Garfield Park
2048,11240558,0.39785714285714285,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$192.00,Loop
2049,11256503,0.0,1,,,,,,,,$136.00,Near North Side
2050,11256603,0.452,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Near North Side
2051,11256815,0.33540000000000003,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$140.00,Lake View
2052,11261614,0.30964705882352944,85,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$30.00,Uptown
2053,11267982,0.3026236559139786,93,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$169.00,Logan Square
2054,11274226,0.28057894736842115,76,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$110.00,Near South Side
2055,11276504,0.3295050505050505,99,95.0,10.0,9.0,10.0,10.0,8.0,9.0,$27.00,East Garfield Park
2056,11276989,0.252125,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$98.00,Lake View
2057,11278906,0.31137037037037035,54,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$300.00,Near North Side
2058,11311087,0.322,20,90.0,9.0,9.0,10.0,10.0,9.0,9.0,$199.00,Lincoln Park
2059,11321392,0.30947826086956526,23,86.0,8.0,8.0,9.0,9.0,9.0,8.0,$79.00,West Town
2060,11334852,0.32282051282051283,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,Lake View
2061,11342986,0.3505925925925925,27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,$250.00,Loop
2062,11344476,0.23299999999999998,8,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Edgewater
2063,11358247,0.28207812499999985,64,93.0,10.0,10.0,10.0,10.0,9.0,9.0,$50.00,Avondale
2064,11364317,0.134,1,80.0,8.0,6.0,8.0,10.0,8.0,8.0,$59.00,Lincoln Square
2065,11371053,0.2827272727272727,11,98.0,9.0,10.0,10.0,10.0,9.0,10.0,$160.00,Near West Side
2066,11374910,0.27055,40,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$54.00,Lake View
2067,11397501,0.3422647058823531,68,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Avondale
2068,11399413,0.23933333333333331,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$166.00,Loop
2069,11399852,0.36283333333333334,6,93.0,9.0,9.0,10.0,9.0,9.0,9.0,$230.00,Logan Square
2070,11408784,0.3129565217391304,23,86.0,10.0,9.0,10.0,10.0,9.0,9.0,$60.00,Albany Park
2071,11416982,0.3878367346938775,49,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Lincoln Park
2072,11419164,0.4044,15,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Logan Square
2073,11420757,0.18500000000000003,3,93.0,9.0,10.0,10.0,9.0,10.0,9.0,$100.00,Lincoln Square
2074,11430883,0.3085714285714286,42,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$110.00,Grand Boulevard
2075,11431811,0.29289473684210526,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,Uptown
2076,11433502,0.156,1,80.0,10.0,10.0,10.0,8.0,8.0,10.0,$190.00,Rogers Park
2077,11433539,0.31266666666666665,3,93.0,10.0,10.0,10.0,9.0,10.0,10.0,$260.00,Rogers Park
2078,11436712,0.25816666666666666,6,92.0,10.0,10.0,10.0,10.0,10.0,10.0,$260.00,Rogers Park
2079,11436765,0.318,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$260.00,Rogers Park
2080,11436834,0.30974999999999997,4,100.0,9.0,10.0,10.0,10.0,10.0,10.0,$260.00,Rogers Park
2081,11436874,0.28583333333333333,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$89.00,Douglas
2082,11442504,0.32005405405405407,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Lincoln Square
2083,11456471,0.3314821428571429,56,95.0,10.0,9.0,9.0,10.0,10.0,9.0,$219.00,Near North Side
2084,11459685,0.3121333333333333,45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Irving Park
2085,11459929,0.36930769230769245,52,96.0,10.0,9.0,9.0,10.0,10.0,10.0,$312.00,Near North Side
2086,11462370,0.38899999999999996,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$80.00,Irving Park
2087,11463156,0.35426027397260285,73,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$149.00,Logan Square
2088,11475308,0.29093750000000007,32,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$60.00,Logan Square
2089,11475540,0.3439411764705882,17,93.0,9.0,9.0,10.0,10.0,9.0,10.0,$115.00,Mckinley Park
2090,11476206,0.36824999999999997,24,90.0,9.0,9.0,10.0,10.0,10.0,9.0,$59.00,Armour Square
2091,11476512,0.27238461538461534,39,96.0,10.0,10.0,10.0,10.0,9.0,9.0,$86.00,Rogers Park
2092,11482656,0.2499736842105263,38,85.0,9.0,10.0,9.0,9.0,9.0,9.0,$128.00,Armour Square
2093,11494524,0.22999999999999998,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$260.00,Logan Square
2094,11494809,0.30419999999999997,30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$80.00,Lake View
2095,11498469,0.3296034482758621,58,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$127.00,Near North Side
2096,11498476,0.3184590163934426,61,94.0,10.0,9.0,9.0,9.0,10.0,10.0,$134.00,Near North Side
2097,11506193,0.310875,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Edgewater
2098,11509281,0.3302,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,West Town
2099,11525186,0.34751785714285716,56,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Logan Square
2100,11527162,0.4002857142857143,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$125.00,Lake View
2101,11532825,0.3041,50,88.0,9.0,8.0,9.0,9.0,9.0,9.0,$25.00,Lower West Side
2102,11535164,0.2615454545454545,22,82.0,9.0,8.0,9.0,9.0,10.0,9.0,$90.00,Near North Side
2103,11544445,0.3811111111111111,9,100.0,10.0,9.0,9.0,10.0,10.0,10.0,$59.00,West Town
2104,11544575,0.2938571428571429,7,90.0,9.0,8.0,10.0,10.0,9.0,9.0,$45.00,Logan Square
2105,11561085,0.3073333333333333,3,93.0,9.0,9.0,10.0,10.0,10.0,9.0,$147.00,Loop
2106,11561354,0.36166666666666664,3,100.0,10.0,10.0,10.0,10.0,9.0,9.0,$131.00,Loop
2107,11562068,0.194,5,92.0,10.0,7.0,10.0,10.0,10.0,9.0,$295.00,North Center
2108,11567275,0.30166666666666664,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$195.00,West Town
2109,11570377,0.3106041666666666,48,94.0,10.0,10.0,10.0,10.0,9.0,10.0,$90.00,Near South Side
2110,11574201,0.3713636363636363,22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$159.00,Lake View
2111,11582953,0.327235294117647,34,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$375.00,Loop
2112,11587715,0.28575,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$60.00,Lower West Side
2113,11588575,0.31313513513513525,37,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$199.00,Lake View
2114,11589928,0.34654545454545455,22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Lincoln Park
2115,11591192,0.41275,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$75.00,West Town
2116,11593714,0.3055555555555556,9,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$72.00,Avondale
2117,11594842,0.309972972972973,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$600.00,West Town
2118,11599813,0.2842564102564103,39,89.0,9.0,10.0,10.0,10.0,9.0,10.0,$40.00,Lower West Side
2119,11607061,0.19766666666666666,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$120.00,Loop
2120,11607877,0.21420000000000003,15,91.0,9.0,9.0,9.0,9.0,10.0,9.0,$200.00,Lincoln Park
2121,11607924,0.3438076923076923,26,94.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,Loop
2122,11608637,0.30338461538461525,52,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$125.00,Near North Side
2123,11609854,0.42625,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$55.00,Near West Side
2124,11610085,0.30011538461538456,26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$195.00,Loop
2125,11610316,0.365,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Lake View
2126,11616727,0.29135483870967754,62,95.0,10.0,10.0,10.0,10.0,9.0,9.0,$80.00,Lower West Side
2127,11627472,0.2736,10,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$97.00,Lake View
2128,11629849,0.3198235294117648,17,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$275.00,Lincoln Park
2129,11634283,0.33952000000000004,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$79.00,Lake View
2130,11635497,0.3171754385964913,57,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$136.00,Near North Side
2131,11637237,0.3422857142857142,49,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$133.00,Lower West Side
2132,11641955,0.3578571428571428,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$80.00,Edgewater
2133,11647531,0.29525,4,90.0,9.0,8.0,10.0,10.0,9.0,9.0,$49.00,Irving Park
2134,11658178,0.439,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Lincoln Park
2135,11661652,0.2731724137931034,29,91.0,9.0,10.0,10.0,10.0,9.0,9.0,$169.00,Armour Square
2136,11670661,0.31007812500000004,64,90.0,10.0,9.0,10.0,10.0,9.0,9.0,$38.00,Near North Side
2137,11675539,0.3075,12,93.0,9.0,9.0,10.0,10.0,10.0,8.0,$199.00,West Town
2138,11675721,0.2724868421052631,76,88.0,9.0,9.0,10.0,10.0,10.0,9.0,$80.00,Lincoln Park
2139,11680697,0.3688032786885247,61,96.0,10.0,9.0,10.0,10.0,9.0,9.0,$40.00,West Town
2140,11693541,0.3306792452830188,53,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$129.00,West Town
2141,11697616,0.332,54,95.0,10.0,10.0,10.0,9.0,10.0,10.0,$50.00,Near West Side
2142,11698006,0.3276595744680851,47,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Bridgeport
2143,11698196,0.404,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$102.00,Loop
2144,11700790,0.2547142857142857,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$125.00,West Town
2145,11701466,0.30225,4,80.0,8.0,7.0,10.0,10.0,10.0,8.0,$300.00,Lincoln Park
2146,11728273,0.3680769230769231,13,95.0,9.0,10.0,10.0,10.0,10.0,10.0,$139.00,Lake View
2147,11732322,0.3034,5,90.0,10.0,9.0,10.0,10.0,10.0,10.0,$59.00,Avondale
2148,11732807,0.47475,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$195.00,Edgewater
2149,11733534,0.36826086956521736,23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$87.00,West Ridge
2150,11733875,0.31064285714285716,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$115.00,Near North Side
2151,11740335,0.3082741935483871,62,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$60.00,South Lawndale
2152,11750869,0.37999999999999995,7,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$110.00,Logan Square
2153,11753167,0.3401724137931033,58,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$144.00,Uptown
2154,11755881,0.3175853658536585,41,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,North Center
2155,11757804,0.2161818181818182,11,94.0,9.0,9.0,10.0,10.0,10.0,9.0,$95.00,Logan Square
2156,11774365,0.3505333333333333,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Logan Square
2157,11777292,0.4373333333333333,3,100.0,10.0,9.0,9.0,10.0,10.0,10.0,$88.00,Loop
2158,11799685,0.31904166666666667,24,90.0,10.0,8.0,10.0,10.0,9.0,9.0,$35.00,Logan Square
2159,11802490,0.34185000000000004,40,96.0,10.0,10.0,10.0,10.0,8.0,10.0,$114.00,Humboldt Park
2160,11802754,0.3517241379310345,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$55.00,West Town
2161,11816750,0.37,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,West Town
2162,11826902,0.32614999999999994,40,92.0,10.0,9.0,10.0,10.0,10.0,9.0,$175.00,Lake View
2163,11860623,0.348,2,100.0,7.0,8.0,8.0,10.0,10.0,9.0,$125.00,Lake View
2164,11868315,0.321,3,87.0,7.0,9.0,10.0,10.0,10.0,9.0,$429.00,Near North Side
2165,11871351,0.33874999999999994,44,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$70.00,Lincoln Park
2166,11874273,0.359,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,$140.00,Near North Side
2167,11874353,0.298,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$128.00,Near North Side
2168,11874600,0.159,1,80.0,6.0,8.0,8.0,10.0,10.0,10.0,$140.00,Loop
2169,11885044,0.4613333333333333,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$99.00,West Town
2170,11887649,0.334,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Near West Side
2171,11888451,0.47733333333333333,3,93.0,9.0,10.0,10.0,9.0,10.0,9.0,$559.00,Near North Side
2172,11888624,0.412,1,80.0,8.0,8.0,10.0,8.0,10.0,8.0,$429.00,Near North Side
2173,11894229,0.547,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,Near North Side
2174,11902396,0.24946875,32,89.0,9.0,9.0,10.0,10.0,10.0,9.0,$109.00,West Town
2175,11902507,0.2657441860465116,43,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$59.00,Portage Park
2176,11903082,0.31908888888888887,45,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$90.00,Lincoln Park
2177,11904373,0.2919642857142856,28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$209.00,West Town
2178,11906101,0.47450000000000003,2,100.0,8.0,10.0,9.0,9.0,10.0,9.0,$429.00,Near North Side
2179,11906232,0.361,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$559.00,Near North Side
2180,11906370,0.3406666666666667,3,90.0,9.0,10.0,9.0,9.0,10.0,9.0,$429.00,Near North Side
2181,11907664,0.14433333333333334,3,73.0,7.0,9.0,10.0,10.0,10.0,8.0,$249.00,Lake View
2182,11918343,0.31416666666666665,6,100.0,10.0,10.0,9.0,10.0,10.0,10.0,$89.00,Edgewater
2183,11923150,0.34376315789473677,114,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$232.00,North Center
2184,11923551,0.2996250000000001,24,98.0,10.0,9.0,10.0,10.0,10.0,10.0,$115.00,Lincoln Square
2185,11926246,0.23049999999999998,2,80.0,8.0,9.0,9.0,10.0,10.0,10.0,$125.00,Norwood Park
2186,11927345,0.2907272727272727,11,95.0,10.0,10.0,10.0,10.0,9.0,10.0,$129.00,Austin
2187,11944404,0.35716666666666663,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,Loop
2188,11950189,0.28,8,90.0,10.0,8.0,10.0,10.0,9.0,9.0,$70.00,Avondale
2189,11952599,0.313,1,80.0,6.0,8.0,8.0,8.0,10.0,6.0,$204.00,Loop
2190,11965062,0.27990909090909094,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Near North Side
2191,11965767,0.32464705882352946,51,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$135.00,Lincoln Park
2192,11965843,0.34138461538461534,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$130.00,Lake View
2193,11969085,0.3241219512195122,41,94.0,10.0,10.0,10.0,10.0,9.0,10.0,$99.00,Logan Square
2194,11970214,0.31176923076923085,26,93.0,9.0,10.0,10.0,10.0,10.0,10.0,$65.00,Lincoln Square
2195,11971419,0.31185714285714283,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$500.00,West Town
2196,11972493,0.305516129032258,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$135.00,Irving Park
2197,11973145,0.32409677419354843,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,West Town
2198,11980852,0.302,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,$140.00,Lake View
2199,11985414,0.22380952380952382,21,87.0,10.0,9.0,10.0,10.0,9.0,9.0,$80.00,Lower West Side
2200,11985527,0.3421851851851852,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Lincoln Park
2201,11987299,0.32603125,32,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$61.00,Edgewater
2202,11992689,0.30147619047619045,21,90.0,10.0,8.0,10.0,10.0,9.0,10.0,$110.00,Logan Square
2203,11999785,0.3398333333333334,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,Near North Side
2204,12008415,0.35433333333333333,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,$239.00,Near North Side
2205,12008497,0.23,1,100.0,10.0,10.0,8.0,8.0,10.0,10.0,$259.00,Near North Side
2206,12011220,0.26916666666666667,12,95.0,10.0,9.0,10.0,10.0,9.0,9.0,$115.00,Oakland
2207,12011683,0.25200000000000006,10,95.0,10.0,9.0,10.0,10.0,9.0,10.0,$125.00,Logan Square
2208,12020689,0.36540000000000006,20,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Near North Side
2209,12021281,0.32507407407407407,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,Lake View
2210,12022599,0.3318,5,100.0,9.0,10.0,9.0,10.0,10.0,10.0,$359.00,Near North Side
2211,12025151,0.31247826086956526,23,93.0,9.0,9.0,10.0,9.0,10.0,9.0,$349.00,Lincoln Park
2212,12035588,0.3182962962962963,27,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$275.00,Lincoln Park
2213,12037066,0.28257894736842104,19,87.0,9.0,9.0,10.0,10.0,10.0,9.0,$265.00,Lake View
2214,12037587,0.3294,25,92.0,9.0,9.0,10.0,10.0,10.0,9.0,$275.00,Lincoln Park
2215,12038184,0.32131578947368417,19,96.0,10.0,9.0,10.0,10.0,9.0,9.0,$249.00,Lake View
2216,12039265,0.3004761904761904,21,94.0,9.0,9.0,10.0,10.0,9.0,9.0,$34.00,Lower West Side
2217,12039398,0.329,15,91.0,10.0,10.0,10.0,10.0,10.0,9.0,$275.00,Lake View
2218,12039617,0.2826470588235294,17,93.0,10.0,10.0,10.0,10.0,10.0,10.0,$285.00,Lake View
2219,12039993,0.30085365853658536,41,92.0,9.0,9.0,10.0,10.0,9.0,9.0,$24.00,Lower West Side
2220,12051090,0.3628666666666667,15,95.0,10.0,10.0,10.0,10.0,9.0,10.0,$149.00,West Town
2221,12062745,0.32730434782608697,23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Near West Side
2222,12069600,0.30920833333333336,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$225.00,Near North Side
2223,12070668,0.2937575757575758,33,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$95.00,Near West Side
2224,12072765,0.22975,8,89.0,9.0,9.0,10.0,10.0,8.0,9.0,$50.00,Woodlawn
2225,12083628,0.45,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$220.00,West Town
2226,12085370,0.30533333333333335,9,91.0,9.0,9.0,9.0,9.0,10.0,9.0,$189.00,Near North Side
2227,12087574,0.22575,8,90.0,10.0,9.0,10.0,10.0,10.0,10.0,$600.00,North Center
2228,12090956,0.30698039215686285,51,91.0,9.0,9.0,10.0,10.0,8.0,9.0,$39.00,East Garfield Park
2229,12092498,0.14450000000000002,4,80.0,9.0,9.0,10.0,10.0,9.0,9.0,$45.00,Woodlawn
2230,12093618,0.3383333333333334,3,93.0,9.0,10.0,10.0,10.0,8.0,9.0,$131.00,North Center
2231,12094730,0.19946666666666665,15,81.0,8.0,8.0,9.0,9.0,9.0,9.0,$79.00,West Town
2232,12095628,0.28809090909090906,22,95.0,10.0,10.0,10.0,9.0,10.0,10.0,$330.00,Portage Park
2233,12110676,0.37766666666666665,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$40.00,Woodlawn
2234,12111066,0.3035,8,90.0,9.0,9.0,10.0,9.0,8.0,9.0,$40.00,Woodlawn
2235,12111530,0.1775,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$40.00,Woodlawn
2236,12112830,0.32612903225806456,31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$29.00,West Ridge
2237,12134426,0.34935714285714287,14,94.0,10.0,9.0,10.0,10.0,10.0,9.0,$95.00,Lake View
2238,12136155,0.29412500000000014,48,91.0,9.0,9.0,10.0,10.0,10.0,9.0,$85.00,Near West Side
2239,12136219,0.28884000000000004,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$39.00,Portage Park
2240,12136495,0.3253333333333333,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$199.00,Loop
2241,12150082,0.27,1,100.0,10.0,10.0,9.0,10.0,10.0,10.0,$159.00,Loop
2242,12153109,0.3482,5,92.0,9.0,8.0,10.0,10.0,9.0,9.0,$195.00,Hyde Park
2243,12156610,0.2984545454545455,11,88.0,9.0,9.0,9.0,10.0,8.0,9.0,$44.00,Avondale
2244,12158686,0.3125263157894736,19,94.0,10.0,9.0,9.0,9.0,10.0,9.0,$45.00,Lake View
2245,12159371,0.2722692307692307,26,83.0,9.0,8.0,9.0,9.0,9.0,9.0,$49.00,Armour Square
2246,12169682,0.3963333333333334,15,92.0,10.0,9.0,10.0,10.0,10.0,9.0,$100.00,West Town
2247,12169862,0.28600000000000003,33,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$172.00,Lake View
2248,12170773,0.3391414141414141,99,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$143.00,Lincoln Park
2249,12186120,0.3434782608695651,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$48.00,Logan Square
2250,12186204,0.35005263157894734,38,94.0,10.0,9.0,10.0,10.0,10.0,10.0,$120.00,Loop
2251,12188895,0.421,4,96.0,10.0,10.0,9.0,10.0,10.0,10.0,$70.00,West Town
2252,12192041,0.3438225806451612,62,89.0,9.0,8.0,10.0,9.0,9.0,9.0,$15.00,Lower West Side
2253,12201757,0.38909090909090904,11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Logan Square
2254,12202949,0.3463333333333334,3,93.0,9.0,10.0,9.0,10.0,10.0,9.0,$200.00,Lincoln Park
2255,12211461,0.35059016393442616,61,88.0,9.0,8.0,10.0,9.0,9.0,9.0,$15.00,Lower West Side
2256,12211684,0.28359090909090906,44,86.0,9.0,8.0,9.0,9.0,9.0,9.0,$15.00,Lower West Side
2257,12218935,0.3462678571428573,56,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$45.00,Logan Square
2258,12221723,0.29919999999999997,40,88.0,9.0,9.0,9.0,9.0,9.0,9.0,$15.00,Lower West Side
2259,12221851,0.3100000000000001,54,87.0,9.0,8.0,10.0,10.0,9.0,9.0,$15.00,Lower West Side
2260,12221938,0.309325581395349,43,89.0,9.0,9.0,10.0,10.0,9.0,9.0,$15.00,Lower West Side
2261,12222012,0.27718181818181825,22,91.0,9.0,9.0,10.0,10.0,9.0,9.0,$15.00,Lower West Side
2262,12222103,0.31932812500000013,64,89.0,10.0,8.0,9.0,9.0,9.0,9.0,$15.00,Lower West Side
2263,12226016,0.24924999999999997,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Lincoln Park
2264,12226594,0.20966666666666664,21,84.0,8.0,9.0,9.0,9.0,9.0,9.0,$45.00,West Ridge
2265,12227483,0.3485,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$120.00,West Town
2266,12230085,0.2931428571428572,28,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$269.00,Lower West Side
2267,12230178,0.3193125,16,86.0,9.0,8.0,10.0,9.0,8.0,9.0,$50.00,Grand Boulevard
2268,12230277,0.29983333333333334,18,96.0,10.0,10.0,9.0,10.0,10.0,10.0,$199.00,Lincoln Park
2269,12231098,0.28604999999999997,80,88.0,9.0,9.0,10.0,10.0,10.0,9.0,$100.00,Near North Side
2270,12241870,0.30340625000000004,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,Lake View
2271,12243016,0.3224857142857144,35,95.0,10.0,9.0,10.0,10.0,9.0,10.0,$28.00,East Garfield Park
